Unnamed: 0.1,Unnamed: 0,Text,Sentiment,Timestamp,User,Platform,Hashtags,Retweets,Likes,Country,Year,Month,Day,Hour,cleaned_text,sentiment_group,text_length_chars,text_length_words,engagement_total,hashtag_count
418,422,Imbued with gratitude for the simple pleasure of a warm cup of tea. , Gratitude    ,15/02/2023 08:30, TeaEnthusiast  , Twitter  , #Gratitude #WarmTea                    ,18.0,35.0, Japan           ,2023,2,15,8,imbued with gratitude for the simple pleasure of a warm cup of tea,neutral,66,13,53.0,2
419,423,Marveling at the kaleidoscope of colors in a vibrant street market. , Marvel       ,22/08/2015 15:00, MarketExplorer , Instagram , #Marvel #ColorfulStreetMarket          ,22.0,45.0, Brazil          ,2015,8,22,15,marveling at the kaleidoscope of colors in a vibrant street market,neutral,66,11,67.0,2
420,424,Awash with serenity as the sun sets over a tranquil lakeside retreat. , Serenity   ,20/11/2020 18:45, LakesideRetreater , Facebook , #Serenity #TranquilSunset              ,28.0,55.0, Germany       ,2020,11,20,18,awash with serenity as the sun sets over a tranquil lakeside retreat,neutral,68,12,83.0,2
421,425,Drowning in sorrow as memories of lost love resurface.            , Heartbreak    ,05/08/2019 21:00, LostInLove      , Instagram , #Heartbreak #LostLove                    ,15.0,30.0, USA             ,2019,8,5,21,drowning in sorrow as memories of lost love resurface,neutral,53,9,45.0,2
422,426,Numbness sets in as the weight of loneliness grows heavier.       , Loneliness    ,12/02/2021 16:45, SolitudeSeeker , Twitter  , #Loneliness #HeavyHeart                  ,18.0,35.0, Canada          ,2021,2,12,16,numbness sets in as the weight of loneliness grows heavier,neutral,58,10,53.0,2
423,427,"Tears fall like raindrops, mourning the end of a cherished friendship. ", Grief      ,28/11/2020 14:20, FriendshipsEnd  , Facebook , #Grief #LostFriendship                  ,22.0,45.0, UK              ,2020,11,28,14,tears fall like raindrops mourning the end of a cherished friendship,neutral,68,11,67.0,2
424,428,"Despair clouds the mind, feeling adrift in an endless sea of darkness. ", Despair   ,15/05/2016 22:30, LostInDarkness  , Instagram , #Despair #EndlessDarkness               ,28.0,55.0, Australia        ,2016,5,15,22,despair clouds the mind feeling adrift in an endless sea of darkness,neutral,68,12,83.0,2
425,429,"Shattered by betrayal, trust crumbles like fragile glass.          ", Betrayal      ,10/09/2018 13:15, BrokenTrust     , Twitter  , #Betrayal #ShatteredTrust               ,22.0,45.0, Germany         ,2018,9,10,13,shattered by betrayal trust crumbles like fragile glass,neutral,55,8,67.0,2
426,430,"Aching heart, the symphony of pain plays in the silence of solitude. ", Suffering ,20/03/2022 19:30, SilentSufferer  , Facebook , #Suffering #HeartacheSymphony          ,25.0,50.0, Brazil          ,2022,3,20,19,aching heart the symphony of pain plays in the silence of solitude,neutral,66,12,75.0,2
427,431,"Emotional storm, a whirlwind of sadness engulfs every thought.    ", EmotionalStorm ,18/07/2017 17:45, StormyFeelings  , Instagram , #EmotionalStorm #SadnessWhirlwind      ,30.0,60.0, India          ,2017,7,18,17,emotional storm a whirlwind of sadness engulfs every thought,neutral,60,9,90.0,2
428,432,"Haunted by regrets, the ghost of the past lingers relentlessly.   ", Regret        ,15/12/2018 10:00, LingeringGhost  , Twitter  , #Regret #HauntedPast                    ,18.0,35.0, France         ,2018,12,15,10,haunted by regrets the ghost of the past lingers relentlessly,neutral,61,10,53.0,2
429,433,"Torn apart by grief, the echoes of loss reverberate through the soul. ", Grief      ,28/06/2015 21:15, EchoesOfLoss    , Facebook , #Grief #TornApart                       ,28.0,55.0, Italy         ,2015,6,28,21,torn apart by grief the echoes of loss reverberate through the soul,neutral,67,12,83.0,2
430,434,"Isolation deepens, an emotional winter where warmth is but a distant memory. ", Isolation ,02/04/2020 14:20, WinterOfEmotions , Instagram , #Isolation #EmotionalWinter            ,35.0,70.0, Japan       ,2020,4,2,14,isolation deepens an emotional winter where warmth is but a distant memory,neutral,74,12,105.0,2
431,435,"Soul-crushing disappointment, hopes shattered like fragile glass. ", Disappointment ,08/10/2019 18:30, ShatteredHopes  , Twitter  , #Disappointment #CrushedHopes          ,20.0,40.0, Spain        ,2019,10,8,18,soulcrushing disappointment hopes shattered like fragile glass,neutral,62,7,60.0,2
432,436,"Painful echoes of a love once cherished, now lost in the abyss of time. ", LostLove ,22/11/2016 09:45, AbyssOfTime     , Facebook , #LostLove #PainfulEchoes               ,22.0,45.0, Netherlands  ,2016,11,22,9,painful echoes of a love once cherished now lost in the abyss of time,neutral,69,14,67.0,2
433,437,"Heartache deepens, a solitary journey through the abyss of despair. ", Despair   ,18/08/2022 22:00, SolitaryDescent , Instagram , #Despair #AbyssOfHeartache             ,40.0,80.0, South Africa ,2022,8,18,22,heartache deepens a solitary journey through the abyss of despair,neutral,65,10,120.0,2
434,438,"Melancholy lingers, a bittersweet serenade in the quietude of solitude. ", Melancholy ,12/03/2017 23:30, SerenadeOfSolitude , Twitter , #Melancholy #QuietSerenade             ,18.0,35.0, UK         ,2017,3,12,23,melancholy lingers a bittersweet serenade in the quietude of solitude,neutral,69,10,53.0,2
435,439,"Bitterness like a poison, seeping into every crevice of the wounded heart. ", Bitterness ,15/12/2015 16:15, PoisonedHeart   , Facebook , #Bitterness #WoundedHeart              ,25.0,50.0, Australia   ,2015,12,15,16,bitterness like a poison seeping into every crevice of the wounded heart,neutral,72,12,75.0,2
436,440,"Emotional exhaustion, the weight of the world crushing weary shoulders. ", Exhaustion ,05/09/2021 13:30, WearySoulCrushed , Instagram , #Exhaustion #CrushedSpirit             ,35.0,70.0, Canada     ,2021,9,5,13,emotional exhaustion the weight of the world crushing weary shoulders,neutral,69,10,105.0,2
437,441,"Sorrowful echoes, a symphony of pain played by the strings of loss. ", Sorrow      ,22/05/2018 20:45, StringsOfSorrow , Twitter  , #Sorrow #SymphonyOfLoss                ,18.0,35.0, Germany     ,2018,5,22,20,sorrowful echoes a symphony of pain played by the strings of loss,neutral,65,12,53.0,2
438,442,"Darkness descends, engulfing the soul in the shadows of despair.  ", Darkness     ,10/07/2016 18:20, SoulInShadow    , Facebook , #Darkness #SoulEngulfed                 ,28.0,55.0, USA         ,2016,7,10,18,darkness descends engulfing the soul in the shadows of despair,neutral,62,10,83.0,2
439,443,"Desperation whispers, the silent plea for a glimmer of hope in the abyss. ", Desperation ,30/04/2019 14:00, WhisperedDespair , Instagram , #Desperation #GlimmerOfHope            ,22.0,45.0, France    ,2019,4,30,14,desperation whispers the silent plea for a glimmer of hope in the abyss,neutral,71,13,67.0,2
440,444,"Heart in ruins, the remnants of shattered dreams scattered in the wind. ", Ruins      ,08/01/2022 11:30, DreamsInWind    , Twitter  , #Ruins #ShatteredDreams                ,20.0,40.0, Brazil     ,2022,1,8,11,heart in ruins the remnants of shattered dreams scattered in the wind,neutral,69,12,60.0,2
441,445,"Shattered by the echoes of a shattered dream, fragments of hope scattered. ", Desolation ,10/09/2017 19:15, DreamEchoes , Twitter , #Desolation #ScatteredHope ,20.0,40.0, Australia ,2017,9,10,19,shattered by the echoes of a shattered dream fragments of hope scattered,neutral,72,12,60.0,2
442,446,"Avoiding the thorns of regret, walking barefoot on the path of remorse. ", Regret ,18/04/2022 11:30, RemorseWalker , Instagram , #Regret #PathOfRemorse ,25.0,50.0, Canada ,2022,4,18,11,avoiding the thorns of regret walking barefoot on the path of remorse,neutral,69,12,75.0,2
443,447,"In the labyrinth of grief, the walls echo with the footsteps of lost joy. ", Grief ,05/12/2018 21:45, JoyLabyrinth , Facebook , #Grief #LostJoyFootsteps ,18.0,35.0, USA ,2018,12,5,21,in the labyrinth of grief the walls echo with the footsteps of lost joy,neutral,71,14,53.0,2
444,448,"A soul adrift in the sea of solitude, waves of loneliness crashing relentlessly. ", Loneliness ,28/06/2016 14:20, SolitudeSeas , Twitter , #Loneliness #CrashingWaves ,22.0,45.0, UK ,2016,6,28,14,a soul adrift in the sea of solitude waves of loneliness crashing relentlessly,neutral,78,13,67.0,2
445,449,"The bitterness of betrayal, a taste that lingers, staining the palate of trust. ", Bitterness ,22/10/2019 17:00, PalateStainer , Instagram , #Bitterness #StainedTrust ,15.0,30.0, Germany ,2019,10,22,17,the bitterness of betrayal a taste that lingers staining the palate of trust,neutral,76,13,45.0,2
446,450,"In the ruins of hope, echoes of shattered dreams whisper tales of loss. ", Desolation ,15/03/2021 22:45, HopeRuins , Facebook , #Desolation #WhisperedLoss ,28.0,55.0, Brazil ,2021,3,15,22,in the ruins of hope echoes of shattered dreams whisper tales of loss,neutral,69,13,83.0,2
447,451,"Sinking like a stone in the ocean of heartbreak, each ripple a sigh of despair. ", Heartbreak ,10/08/2017 19:30, OceanSinker , Twitter , #Heartbreak #RippleOfDespair ,22.0,45.0, France ,2017,8,10,19,sinking like a stone in the ocean of heartbreak each ripple a sigh of despair,neutral,77,15,67.0,2
448,452,"Tears, the ink staining the pages of a journal, a testament to silent grief. ", Grief ,28/01/2023 14:30, InkJournalist , Instagram , #Grief #SilentTears ,30.0,60.0, India ,2023,1,28,14,tears the ink staining the pages of a journal a testament to silent grief,neutral,73,14,90.0,2
449,453,"In the wasteland of lost trust, the echoes of broken promises reverberate. ", Betrayal ,12/12/2016 10:00, TrustWasteland , Facebook , #Betrayal #ReverberatingPromises ,25.0,50.0, Italy ,2016,12,12,10,in the wasteland of lost trust the echoes of broken promises reverberate,neutral,72,12,75.0,2
450,454,"Avoiding the shards of shattered dreams, walking the tightrope of resilience. ", Resilience ,18/07/2020 15:15, DreamTightrope , Twitter , #Resilience #TightropeWalk ,35.0,70.0, Japan ,2020,7,18,15,avoiding the shards of shattered dreams walking the tightrope of resilience,neutral,75,11,105.0,2
451,455,"Suffocating in the silence of solitude, where echoes of laughter once thrived. ", Isolation ,20/05/2022 20:30, EchoedLaughter , Instagram , #Isolation #SilentSolitude ,30.0,60.0, South Africa ,2022,5,20,20,suffocating in the silence of solitude where echoes of laughter once thrived,neutral,76,12,90.0,2
452,456,"Haunted by the specter of lost possibilities, a ghost that refuses to fade away. ", Regret ,08/11/2019 14:45, PossibilityGhost , Twitter , #Regret #FadingPossibilities ,18.0,35.0, Spain ,2019,11,8,14,haunted by the specter of lost possibilities a ghost that refuses to fade away,neutral,78,14,53.0,2
453,457,"In the labyrinth of despair, the echoes of a broken heart reverberate endlessly. ", Despair ,28/03/2017 22:00, EndlessLabyrinth , Facebook , #Despair #EndlessReverberation ,28.0,55.0, Australia ,2017,3,28,22,in the labyrinth of despair the echoes of a broken heart reverberate endlessly,neutral,78,13,83.0,2
454,458,"Sinking like autumn leaves in the river of sorrow, carried away by the current. ", Sorrow ,15/09/2020 18:15, RiverOfSorrow , Instagram , #Sorrow #AutumnLeaves ,22.0,45.0, Canada ,2020,9,15,18,sinking like autumn leaves in the river of sorrow carried away by the current,neutral,77,14,67.0,2
455,459,"In the garden of broken dreams, petals fall, a silent testimony to shattered hopes. ", Desolation ,10/06/2018 13:30, DreamGardener , Twitter , #Desolation #ShatteredHopes ,20.0,40.0, UK ,2018,6,10,13,in the garden of broken dreams petals fall a silent testimony to shattered hopes,neutral,80,14,60.0,2
456,460,"Tears, the currency of grief, spent in the marketplace of lost love and longing. ", Grief ,22/12/2016 21:45, CurrencyOfTears , Facebook , #Grief #LostLoveLonging ,25.0,50.0, USA ,2016,12,22,21,tears the currency of grief spent in the marketplace of lost love and longing,neutral,77,14,75.0,2
457,461,"Wandering in the maze of betrayal, the walls closing in with every wrong turn. ", Betrayal ,05/01/2021 16:20, MazeWanderer , Instagram , #Betrayal #ClosingWalls ,15.0,30.0, Germany ,2021,1,5,16,wandering in the maze of betrayal the walls closing in with every wrong turn,neutral,76,14,45.0,2
458,462,"A soul weathered by the storm of heartbreak, seeking refuge in the calm after. ", Heartbreak ,18/04/2019 11:00, StormSeeker , Twitter , #Heartbreak #CalmAfterStorm ,22.0,45.0, Brazil ,2019,4,18,11,a soul weathered by the storm of heartbreak seeking refuge in the calm after,neutral,76,14,67.0,2
459,463,"In the tapestry of despair, threads of hope unravel, leaving a portrait of sorrow. ", Despair ,28/08/2017 19:30, TapestrySorrow , Facebook , #Despair #UnraveledHope ,18.0,35.0, India ,2017,8,28,19,in the tapestry of despair threads of hope unravel leaving a portrait of sorrow,neutral,79,14,53.0,2
460,464,"Like a withered rose in the garden of love, petals fall, a silent surrender to time. ", Loss ,10/02/2023 14:30, WitheredRose , Instagram , #Loss #SilentSurrender ,28.0,55.0, France ,2023,2,10,14,like a withered rose in the garden of love petals fall a silent surrender to time,neutral,81,16,83.0,2
461,465,"In the void of heartache, echoes of a love song play, each note a pang of longing. ", Heartache ,10/07/2022 22:15, LoveSongEcho , Instagram , #Heartache #LoveSongLonging ,30.0,60.0, Japan ,2022,7,10,22,in the void of heartache echoes of a love song play each note a pang of longing,neutral,79,17,90.0,2
462,466,"Nostalgia, a bittersweet dance in the moonlit ballroom of cherished memories. ", Nostalgia ,15/05/2019 21:30, MoonlitMemories , Twitter , #Nostalgia #CherishedMemories ,18.0,35.0, Italy ,2019,5,15,21,nostalgia a bittersweet dance in the moonlit ballroom of cherished memories,neutral,75,11,53.0,2
463,467,"In the symphony of grief, each tear is a note, composing a melancholic melody. ", Grief ,28/11/2018 14:00, SymphonyOfTears , Facebook , #Grief #MelancholicMelody ,22.0,45.0, Germany ,2018,11,28,14,in the symphony of grief each tear is a note composing a melancholic melody,neutral,75,14,67.0,2
464,468,"Betrayal, a venomous serpent slithering through the garden of trust, poisoning roots. ", Betrayal ,02/03/2021 17:45, VenomousGarden , Instagram , #Betrayal #PoisonedTrust ,25.0,50.0, Canada ,2021,3,2,17,betrayal a venomous serpent slithering through the garden of trust poisoning roots,neutral,82,12,75.0,2
465,469,"Sinking in the quicksand of despair, the harder you fight, the deeper you descend. ", Despair ,18/10/2016 19:30, QuicksandFighter , Twitter , #Despair #DeepDescent ,20.0,40.0, USA ,2016,10,18,19,sinking in the quicksand of despair the harder you fight the deeper you descend,neutral,79,14,60.0,2
466,470,"Wandering through the cemetery of lost dreams, tombstones marking untold sorrows. ", Desolation ,15/08/2020 12:30, DreamCemetery , Facebook , #Desolation #UntoldSorrows ,28.0,55.0, France ,2020,8,15,12,wandering through the cemetery of lost dreams tombstones marking untold sorrows,neutral,79,11,83.0,2
467,471,"Swept away by the river of regret, the currents of the past refusing to release. ", Regret ,28/04/2017 16:20, RegretRiver , Instagram , #Regret #PastCurrents ,18.0,35.0, UK ,2017,4,28,16,swept away by the river of regret the currents of the past refusing to release,neutral,78,15,53.0,2
468,472,"Whispers of lost love linger in the attic of the heart, forgotten but not erased. ", Loss ,10/09/2019 21:00, HeartAttic , Twitter , #Loss #ForgottenLove ,22.0,45.0, Australia ,2019,9,10,21,whispers of lost love linger in the attic of the heart forgotten but not erased,neutral,79,15,67.0,2
469,473,"In the gallery of broken promises, each shattered vow framed, a painful exhibition. ", Betrayal ,28/01/2022 13:45, PromiseGallery , Facebook , #Betrayal #ShatteredVows ,15.0,30.0, Brazil ,2022,1,28,13,in the gallery of broken promises each shattered vow framed a painful exhibition,neutral,80,13,45.0,2
470,474,"The echoes of solitude, a silent conversation between a soul and its shadows. ", Solitude ,15/06/2016 22:30, EchoedConversation , Instagram , #Solitude #ShadowConversation ,30.0,60.0, Spain ,2016,6,15,22,the echoes of solitude a silent conversation between a soul and its shadows,neutral,75,13,90.0,2
471,475,"Dancing on sunshine, each step a celebration of the joy found in simple moments. ", Joy ,20/08/2021 15:45, SunshineDancer , Instagram , #Joy #SimpleMoments ,40.0,80.0, USA ,2021,8,20,15,dancing on sunshine each step a celebration of the joy found in simple moments,positive,78,14,120.0,2
472,476,"Laughter echoes in the air, a chorus of happiness that lifts the spirit higher. ", Happiness ,12/04/2018 18:30, EchoedLaughter , Twitter , #Happiness #SpiritLifter ,35.0,70.0, Canada ,2018,4,12,18,laughter echoes in the air a chorus of happiness that lifts the spirit higher,neutral,77,14,105.0,2
473,477,"In the garden of contentment, each bloom whispers tales of inner peace and joy. ", Contentment ,15/02/2022 12:20, GardenOfJoy , Facebook , #Contentment #InnerPeace ,25.0,50.0, UK ,2022,2,15,12,in the garden of contentment each bloom whispers tales of inner peace and joy,neutral,77,14,75.0,2
474,478,"Chasing dreams under the vibrant sky, a journey fueled by hope and enthusiasm. ", Enthusiasm ,28/10/2019 14:15, DreamChaser , Instagram , #Enthusiasm #HopefulJourney ,30.0,60.0, Australia ,2019,10,28,14,chasing dreams under the vibrant sky a journey fueled by hope and enthusiasm,neutral,76,13,90.0,2
475,479,"Serenading the stars with a heart full of gratitude, a melody of thankfulness. ", Gratitude ,22/12/2017 21:00, StarSerenader , Twitter , #Gratitude #ThankfulMelody ,22.0,45.0, India ,2017,12,22,21,serenading the stars with a heart full of gratitude a melody of thankfulness,neutral,76,13,67.0,2
476,480,"Basking in the glow of accomplishment, each milestone a stepping stone to happiness. ", Accomplishment ,10/06/2020 17:30, GlowAchiever , Facebook , #Accomplishment #HappinessMilestone ,28.0,55.0, Germany ,2020,6,10,17,basking in the glow of accomplishment each milestone a stepping stone to happiness,neutral,82,13,83.0,2
477,481,"In the dance of positivity, every step is a rhythm, uplifting the soul in harmony. ", Positivity ,18/09/2016 19:45, DanceHarmony , Instagram , #Positivity #SoulUpliftment ,18.0,35.0, France ,2016,9,18,19,in the dance of positivity every step is a rhythm uplifting the soul in harmony,neutral,79,15,53.0,2
478,482,"Overflowing with joy, a cup of laughter shared with friends, a moment cherished. ", Joy ,10/03/2023 14:30, LaughterCup , Twitter , #Joy #CherishedMoment ,20.0,40.0, Japan ,2023,3,10,14,overflowing with joy a cup of laughter shared with friends a moment cherished,positive,77,13,60.0,2
479,483,"Draped in the warmth of kindness, a quilt of compassion stitched with love. ", Kindness ,05/05/2019 12:15, QuiltedCompassion , Facebook , #Kindness #LoveStitches ,25.0,50.0, Brazil ,2019,5,5,12,draped in the warmth of kindness a quilt of compassion stitched with love,neutral,73,13,75.0,2
480,484,"In the garden of friendships, each bloom a testament to the beauty of camaraderie. ", Friendship ,28/08/2018 16:00, FriendshipGarden , Instagram , #Friendship #CamaraderieBlooms ,30.0,60.0, South Africa ,2018,8,28,16,in the garden of friendships each bloom a testament to the beauty of camaraderie,neutral,80,14,90.0,2
481,485,"In the embrace of love, each heartbeat is a melody, dancing to the rhythm of affection. ", Love ,15/11/2022 20:45, MelodyOfLove , Twitter , #Love #RhythmOfAffection ,35.0,70.0, USA ,2022,11,15,20,in the embrace of love each heartbeat is a melody dancing to the rhythm of affection,neutral,84,16,105.0,2
482,486,"Surrounded by the colors of joy, a canvas painted with laughter and endless smiles. ", Joy ,02/07/2019 17:00, ColorfulLaughter , Instagram , #Joy #EndlessSmiles ,40.0,80.0, Canada ,2019,7,2,17,surrounded by the colors of joy a canvas painted with laughter and endless smiles,positive,81,14,120.0,2
483,487,"In the symphony of excitement, each note is a burst of energy, igniting the soul with fervor. ", Excitement ,18/04/2021 14:20, SymphonyFervor , Facebook , #Excitement #IgnitedSoul ,30.0,60.0, UK ,2021,4,18,14,in the symphony of excitement each note is a burst of energy igniting the soul with fervor,positive,90,17,90.0,2
484,488,"A surprise gift, wrapped in anticipation, unfolds a moment of delight and wonder. ", Surprise ,05/02/2023 19:30, WrappedDelight , Twitter , #Surprise #WonderfulMoment ,25.0,50.0, Australia ,2023,2,5,19,a surprise gift wrapped in anticipation unfolds a moment of delight and wonder,neutral,78,13,75.0,2
485,489,"Lost in the maze of curiosity, each twist and turn unveils the treasures of discovery. ", Curiosity ,22/09/2018 12:45, MazeDiscovery , Instagram , #Curiosity #TreasuresOfDiscovery ,22.0,45.0, India ,2018,9,22,12,lost in the maze of curiosity each twist and turn unveils the treasures of discovery,neutral,84,15,67.0,2
486,490,"Floating on clouds of gratitude, each raindrop a blessing, a shower of thankfulness. ", Gratitude ,10/12/2016 21:15, CloudsOfBlessings , Facebook , #Gratitude #ShowerOfThankfulness ,28.0,55.0, Germany ,2016,12,10,21,floating on clouds of gratitude each raindrop a blessing a shower of thankfulness,neutral,81,13,83.0,2
487,491,"Like a comet of inspiration, streaking through the sky of creativity, leaving trails of brilliance. ", Inspiration ,28/05/2020 16:00, CometCreativity , Twitter , #Inspiration #BrilliantTrails ,18.0,35.0, France ,2020,5,28,16,like a comet of inspiration streaking through the sky of creativity leaving trails of brilliance,neutral,96,15,53.0,2
488,492,"In the celebration of success, fireworks of accomplishment light up the night sky of triumph. ", Success ,15/11/2017 22:30, FireworksTriumph , Instagram , #Success #NightSkyTriumph ,22.0,45.0, Japan ,2017,11,15,22,in the celebration of success fireworks of accomplishment light up the night sky of triumph,neutral,91,15,67.0,2
489,493,"A symphony of laughter, each note a key to unlocking the door of boundless happiness. ", Happiness ,02/08/2021 19:00, LaughterSymphony , Facebook , #Happiness #BoundlessLaughter ,30.0,60.0, Brazil ,2021,8,2,19,a symphony of laughter each note a key to unlocking the door of boundless happiness,neutral,83,15,90.0,2
490,494,"In the carnival of emotions, the rollercoaster of thrill sends the heart on a wild ride. ", Thrill ,28/03/2019 15:30, EmotionCarnival , Instagram , #Thrill #WildHeartRide ,35.0,70.0, South Africa ,2019,3,28,15,in the carnival of emotions the rollercoaster of thrill sends the heart on a wild ride,neutral,86,16,105.0,2
491,495,"Standing before the grandeur of the Eiffel Tower, a moment to reflect on the beauty of Parisian dreams. ", Reflection ,12/05/2018 17:30, ParisDreamer , Twitter , #Reflection #ParisianDreams ,28.0,55.0, France ,2018,5,12,17,standing before the grandeur of the eiffel tower a moment to reflect on the beauty of parisian dreams,neutral,101,18,83.0,2
492,496,"Lost in the enchantment of Disneyland, each ride a journey into the realm of childhood fantasies. ", Enchantment ,28/09/2022 15:45, DisneylandExplorer , Instagram , #Enchantment #ChildhoodFantasies ,30.0,60.0, USA ,2022,9,28,15,lost in the enchantment of disneyland each ride a journey into the realm of childhood fantasies,neutral,95,16,90.0,2
493,497,"Exploring the wonders of Ferrari World, the roar of engines creating a symphony of speed. ", Excitement ,10/11/2019 14:00, FerrariSpeedster , Facebook , #Excitement #SymphonyOfSpeed ,22.0,45.0, Italy ,2019,11,10,14,exploring the wonders of ferrari world the roar of engines creating a symphony of speed,positive,87,15,67.0,2
494,498,"Amidst the tulip fields of Keukenhof, a tapestry of colors that paints the soul with springtime joy. ", Joy ,02/04/2021 18:20, KeukenhofAdventurer , Instagram , #Joy #SpringtimeColors ,35.0,70.0, Netherlands ,2021,4,2,18,amidst the tulip fields of keukenhof a tapestry of colors that paints the soul with springtime joy,positive,98,17,105.0,2
495,499,"Wandering through the historical streets of Kyoto, each step a journey into the heart of Japan's traditions. ", Exploration ,22/08/2017 21:30, KyotoAdventurer , Twitter , #Exploration #JapaneseTraditions ,18.0,35.0, Japan ,2017,8,22,21,wandering through the historical streets of kyoto each step a journey into the heart of japans traditions,neutral,105,17,53.0,2
496,500,"In the embrace of the Grand Canyon, nature's masterpiece, a moment to marvel at Earth's grandeur. ", Awe ,15/06/2020 16:45, CanyonMarveler , Instagram , #Awe #EarthsGrandeur ,25.0,50.0, USA ,2020,6,15,16,in the embrace of the grand canyon natures masterpiece a moment to marvel at earths grandeur,neutral,92,16,75.0,2
497,501,"Journeying through the serenity of Santorini, where each sunset paints the sky with hues of tranquility. ", Serenity ,10/09/2016 19:15, SantoriniTraveler , Facebook , #Serenity #SunsetHues ,22.0,45.0, Greece ,2016,9,10,19,journeying through the serenity of santorini where each sunset paints the sky with hues of tranquility,neutral,102,16,67.0,2
498,502,"Amazed by the architectural marvels of Petra, each stone telling tales of an ancient civilization. ", Amazement ,28/01/2023 13:00, PetraExplorer , Twitter , #Amazement #AncientTales ,30.0,60.0, Jordan ,2023,1,28,13,amazed by the architectural marvels of petra each stone telling tales of an ancient civilization,neutral,96,15,90.0,2
499,503,"Embarking on a gondola ride in Venice, each canal reflecting the romance of this timeless city. ", Romance ,18/04/2019 16:30, VeniceRomantic , Instagram , #Romance #TimelessCity ,20.0,40.0, Italy ,2019,4,18,16,embarking on a gondola ride in venice each canal reflecting the romance of this timeless city,neutral,93,16,60.0,2
500,504,"At the summit of Machu Picchu, a breathtaking panorama that whispers the secrets of ancient civilizations. ", Awe ,05/11/2017 22:00, MachuPicchuAdventurer , Facebook , #Awe #AncientCivilizations ,28.0,55.0, Peru ,2017,11,5,22,at the summit of machu picchu a breathtaking panorama that whispers the secrets of ancient civilizations,neutral,104,16,83.0,2
501,505,"In the heart of New York City, Times Square dazzles with lights, a vibrant spectacle of urban energy. ", Excitement ,20/07/2022 21:45, TimesSquareExplorer , Instagram , #Excitement #UrbanEnergy ,35.0,70.0, USA ,2022,7,20,21,in the heart of new york city times square dazzles with lights a vibrant spectacle of urban energy,positive,98,18,105.0,2
502,506,"Captivated by the historical charm of the Colosseum, each stone echoing tales of gladiator valor. ", Captivation ,15/03/2018 17:30, ColosseumAdventurer , Twitter , #Captivation #GladiatorTales ,25.0,50.0, Italy ,2018,3,15,17,captivated by the historical charm of the colosseum each stone echoing tales of gladiator valor,neutral,95,15,75.0,2
503,507,"Sailing the azure waters of the Maldives, each wave a whisper of serenity in paradise. ", Serenity ,28/10/2019 14:15, MaldivesSailor , Facebook , #Serenity #ParadiseWhispers ,22.0,45.0, Maldives ,2019,10,28,14,sailing the azure waters of the maldives each wave a whisper of serenity in paradise,neutral,84,15,67.0,2
504,508,"In the midst of the Amazon rainforest, a symphony of wildlife creates an orchestra of nature's wonders. ", Wonder ,10/06/2021 16:00, AmazonExplorer , Instagram , #Wonder #NatureOrchestra ,30.0,60.0, Brazil ,2021,6,10,16,in the midst of the amazon rainforest a symphony of wildlife creates an orchestra of natures wonders,neutral,100,17,90.0,2
505,509,"Walking the Great Wall of China, each step a testament to ancient engineering marvels. ", Awe ,18/08/2017 19:30, GreatWallWalker , Twitter , #Awe #EngineeringMarvels ,18.0,35.0, China ,2017,8,18,19,walking the great wall of china each step a testament to ancient engineering marvels,neutral,84,14,53.0,2
506,510,"At the summit of Mount Fuji, a breathtaking sunrise that paints the sky with hues of accomplishment. ", Accomplishment ,15/04/2020 05:30, FujiSummitAchiever , Facebook , #Accomplishment #SunriseHues ,28.0,55.0, Japan ,2020,4,15,5,at the summit of mount fuji a breathtaking sunrise that paints the sky with hues of accomplishment,neutral,98,17,83.0,2
507,511,"Exploring the ancient ruins of Angkor Wat, each stone whispering stories of Khmer civilization. ", Exploration ,22/11/2016 13:00, AngkorWatAdventurer , Instagram , #Exploration #KhmerStories ,20.0,40.0, Cambodia ,2016,11,22,13,exploring the ancient ruins of angkor wat each stone whispering stories of khmer civilization,neutral,93,14,60.0,2
508,512,"Skiing down the slopes of the Swiss Alps, each turn a dance with the majesty of snow-capped peaks. ", Adventure ,10/01/2019 14:45, AlpsSkiAdventurer , Twitter , #Adventure #SnowPeakDance ,22.0,45.0, Switzerland ,2019,1,10,14,skiing down the slopes of the swiss alps each turn a dance with the majesty of snowcapped peaks,neutral,95,18,67.0,2
509,513,"In the tranquility of Kyoto's bamboo forest, whispers of ancient Zen wisdom echo through the groves. ", Tranquility ,28/02/2023 16:20, KyotoBambooSeeker , Facebook , #Tranquility #ZenWisdom ,25.0,50.0, Japan ,2023,2,28,16,in the tranquility of kyotos bamboo forest whispers of ancient zen wisdom echo through the groves,neutral,97,16,75.0,2
510,514,"Cruising the fjords of Norway, each icy landscape a breathtaking masterpiece of nature's grandeur. ", Grandeur ,28/05/2018 18:30, NorwayFjordExplorer , Instagram , #Grandeur #IcyMasterpiece ,22.0,45.0, Norway ,2018,5,28,18,cruising the fjords of norway each icy landscape a breathtaking masterpiece of natures grandeur,neutral,95,14,67.0,2
511,515,"At the front row of Adele's concert, each note of 'Someone Like You' resonates with soul-stirring emotion. ", Emotion ,15/09/2022 20:00, AdeleConcertGoer , Instagram , #Emotion #AdeleConcert ,40.0,80.0, USA ,2022,9,15,20,at the front row of adeles concert each note of someone like you resonates with soulstirring emotion,neutral,100,17,120.0,2
